site,link,date,year,rep,elev_m,bench,transect,meter_on_rock,myt_type,myt_present,near_lowerlimit,zone,year_zone,top_spp,bottom_spp,notes,n_layers,layer,species
Asilomar,Asilomar_2,5/2/2016,2016,2,0.410857143,1,2,1.71,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_2,5/2/2016,2016,2,0.403142857,1,2,1.72,,0,,expansion,2016_expansion,crustose_coraline,crustose_coraline,,1,layer1,crustose_coraline
Asilomar,Asilomar_2,5/2/2016,2016,2,0.395428571,1,2,1.73,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_2,5/2/2016,2016,2,0.387714286,1,2,1.74,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_2,5/2/2016,2016,2,0.38,1,2,1.75,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_2,5/2/2016,2016,2,0.372285714,1,2,1.76,,0,,zone2,2016_zone2,articulated_coraline,articulated_coraline,,1,layer1,articulated_coraline
Asilomar,Asilomar_2,5/2/2016,2016,2,0.364571429,1,2,1.77,,0,,zone2,2016_zone2,articulated_coraline,articulated_coraline,,1,layer1,articulated_coraline
Asilomar,Asilomar_2,5/2/2016,2016,2,0.356857143,1,2,1.78,,0,,zone2,2016_zone2,tetraclita,tetraclita,,1,layer1,tetraclita
Asilomar,Asilomar_2,5/2/2016,2016,2,0.349142857,1,2,1.79,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,1.63,1,3,0,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,1.58,1,3,0.05,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,1.53,1,3,0.1,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,1.48,1,3,0.15,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,1.43,1,3,0.2,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,1.38,1,3,0.25,patch,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,1.33,1,3,0.3,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,1.28,1,3,0.35,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,1.23,1,3,0.4,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,1.18,1,3,0.45,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,1.13,1,3,0.5,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,1.08,1,3,0.55,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,1.04,1,3,0.59,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,1.03,1,3,0.6,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,1.02,1,3,0.61,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,1.01,1,3,0.62,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,1,1,3,0.63,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.99,1,3,0.64,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.98,1,3,0.65,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.97,1,3,0.66,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.96,1,3,0.67,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.95,1,3,0.68,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.94,1,3,0.69,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.93,1,3,0.7,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.92,1,3,0.71,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.91,1,3,0.72,bed,1,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.9,1,3,0.73,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.89,1,3,0.74,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.88,1,3,0.75,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.87,1,3,0.76,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.86,1,3,0.77,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.85,1,3,0.78,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.84,1,3,0.79,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.83,1,3,0.8,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.82,1,3,0.81,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.81,1,3,0.82,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.8,1,3,0.83,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.79,1,3,0.84,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.78,1,3,0.85,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.77,1,3,0.86,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.76,1,3,0.87,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.75,1,3,0.88,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.74,1,3,0.89,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.73,1,3,0.9,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.72,1,3,0.91,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.71,1,3,0.92,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.7,1,3,0.93,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.69,1,3,0.94,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.68,1,3,0.95,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.67,1,3,0.96,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.66,1,3,0.97,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.65,1,3,0.98,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.64,1,3,0.99,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.63,1,3,1,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.62,1,3,1.01,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.61,1,3,1.02,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.6,1,3,1.03,,0,,expansion,2016_expansion,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.59,1,3,1.04,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.58,1,3,1.05,,0,,expansion,2016_expansion,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.57,1,3,1.06,,0,,expansion,2016_expansion,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.56,1,3,1.07,,0,,expansion,2016_expansion,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.55,1,3,1.08,,0,,expansion,2016_expansion,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.54,1,3,1.09,,0,,expansion,2016_expansion,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.53,1,3,1.1,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.52,1,3,1.11,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.51,1,3,1.12,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.5,1,3,1.13,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.49,1,3,1.14,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.48,1,3,1.15,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.47,1,3,1.16,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.46,1,3,1.17,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.45,1,3,1.18,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.44,1,3,1.19,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.43,1,3,1.2,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.42,1,3,1.21,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.41,1,3,1.22,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.4,1,3,1.23,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.39,1,3,1.24,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.38,1,3,1.25,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.37,1,3,1.26,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.36,1,3,1.27,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.35,1,3,1.28,,0,,zone2,2016_zone2,endocladia,endocladia,,1,layer1,endocladia
Asilomar,Asilomar_3,5/2/2016,2016,3,0.34,1,3,1.29,,0,,zone2,2016_zone2,endocladia,endocladia,,1,layer1,endocladia
Asilomar,Asilomar_3,5/2/2016,2016,3,0.33,1,3,1.3,,0,,zone2,2016_zone2,endocladia,endocladia,,1,layer1,endocladia
Asilomar,Asilomar_3,5/2/2016,2016,3,0.32,1,3,1.31,,0,,zone2,2016_zone2,endocladia,endocladia,,1,layer1,endocladia
Asilomar,Asilomar_3,5/2/2016,2016,3,0.31,1,3,1.32,,0,,zone2,2016_zone2,endocladia,endocladia,,1,layer1,endocladia
Asilomar,Asilomar_3,5/2/2016,2016,3,0.3,1,3,1.33,,0,,zone2,2016_zone2,endocladia,endocladia,,1,layer1,endocladia
Asilomar,Asilomar_3,5/2/2016,2016,3,0.29,1,3,1.34,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.28,1,3,1.35,,0,,zone2,2016_zone2,tetraclita,tetraclita,,1,layer1,tetraclita
Asilomar,Asilomar_3,5/2/2016,2016,3,0.27,1,3,1.36,patch,1,,zone2,2016_zone2,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.26,1,3,1.37,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.25,1,3,1.38,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.24,1,3,1.39,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.23,1,3,1.4,,0,,zone3,2016_zone3,mastocarpus_sporophyte,tetraclita,,2,layer1,mastocarpus_sporophyte
Asilomar,Asilomar_3,5/2/2016,2016,3,0.23,1,3,1.4,,0,,zone3,2016_zone3,mastocarpus_sporophyte,tetraclita,,2,layer2,tetraclita
Asilomar,Asilomar_3,5/2/2016,2016,3,0.22,1,3,1.41,,0,,zone3,2016_zone3,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.21,1,3,1.42,,0,,zone3,2016_zone3,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.2,1,3,1.43,,0,,zone3,2016_zone3,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.19,1,3,1.44,,0,,zone3,2016_zone3,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.18,1,3,1.45,,0,,zone3,2016_zone3,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.17,1,3,1.46,,0,,zone3,2016_zone3,articulated_coraline,articulated_coraline,,1,layer1,articulated_coraline
Asilomar,Asilomar_3,5/2/2016,2016,3,0.16,1,3,1.47,,0,,zone3,2016_zone3,articulated_coraline,articulated_coraline,,1,layer1,articulated_coraline
Asilomar,Asilomar_3,5/2/2016,2016,3,0.15,1,3,1.48,,0,,zone3,2016_zone3,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.14,1,3,1.49,,0,,zone3,2016_zone3,crustose_coraline,crustose_coraline,,1,layer1,crustose_coraline
Asilomar,Asilomar_3,5/2/2016,2016,3,0.13,1,3,1.5,,0,,zone3,2016_zone3,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.12,1,3,1.51,,0,,zone3,2016_zone3,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.11,1,3,1.52,,0,,zone3,2016_zone3,rock,rock,,1,layer1,rock
Asilomar,Asilomar_3,5/2/2016,2016,3,0.1,1,3,1.53,,0,,zone3,2016_zone3,semibalanus,semibalanus,,1,layer1,semibalanus
Asilomar,Asilomar_3,5/2/2016,2016,3,0.09,1,3,1.54,,0,,zone3,2016_zone3,tetraclita,tetraclita,,1,layer1,tetraclita
Asilomar,Asilomar_3,5/2/2016,2016,3,0.08,1,3,1.55,,0,,zone3,2016_zone3,tetraclita,tetraclita,,1,layer1,tetraclita
Asilomar,Asilomar_3,5/2/2016,2016,3,0.07,1,3,1.56,,0,,zone3,2016_zone3,tetraclita,tetraclita,,1,layer1,tetraclita
Asilomar,Asilomar_3,5/2/2016,2016,3,0.06,1,3,1.57,,0,,zone3,2016_zone3,crustose_coraline,crustose_coraline,,1,layer1,crustose_coraline
Asilomar,Asilomar_3,5/2/2016,2016,3,0.05,1,3,1.58,,0,,zone3,2016_zone3,tetraclita,tetraclita,,1,layer1,tetraclita
Asilomar,Asilomar_3,5/2/2016,2016,3,0.04,1,3,1.59,,0,,zone3,2016_zone3,tetraclita,tetraclita,,1,layer1,tetraclita
Asilomar,Asilomar_3,5/2/2016,2016,3,0.03,1,3,1.6,,0,,zone3,2016_zone3,mastocarpus_sporophyte,mastocarpus_sporophyte,,1,layer1,mastocarpus_sporophyte
Asilomar,Asilomar_3,5/2/2016,2016,3,0.02,1,3,1.61,,0,,zone3,2016_zone3,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Asilomar,Asilomar_3,5/2/2016,2016,3,0.01,1,3,1.62,,0,,zone3,2016_zone3,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Asilomar,Asilomar_3,5/2/2016,2016,3,0,1,3,1.63,,0,,zone3,2016_zone3,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Asilomar,Asilomar_3,5/2/2016,2016,3,-0.01,1,3,1.64,patch,1,,zone3,2016_zone3,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,-0.02,1,3,1.65,patch,1,,zone3,2016_zone3,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_3,5/2/2016,2016,3,-0.03,1,3,1.66,,0,,zone3,2016_zone3,mastocarpus_sporophyte,mastocarpus_sporophyte,,1,layer1,mastocarpus_sporophyte
Asilomar,Asilomar_4,5/2/2016,2016,4,0.58,1,4,0,,0,,bed,2016_bed,endocladia,endocladia,,1,layer1,endocladia
Asilomar,Asilomar_4,5/2/2016,2016,4,0.5664,1,4,0.05,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.5528,1,4,0.1,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.5392,1,4,0.15,,0,,bed,2016_bed,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.5256,1,4,0.2,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.512,1,4,0.25,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.4984,1,4,0.3,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.4848,1,4,0.35,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.4712,1,4,0.4,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.4576,1,4,0.45,bed,1,,bed,2016_bed,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.444,1,4,0.5,bed,1,,bed,2016_bed,dead_mytilus,dead_mytilus,,1,layer1,dead_mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.43856,1,4,0.52,bed,1,,expansion,2016_expansion,dead_mytilus,mytilus,,2,layer1,dead_mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.43856,1,4,0.52,bed,1,,expansion,2016_expansion,dead_mytilus,mytilus,,2,layer2,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.43584,1,4,0.53,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.43312,1,4,0.54,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.4304,1,4,0.55,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.42768,1,4,0.56,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.42496,1,4,0.57,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.42224,1,4,0.58,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.41952,1,4,0.59,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.4168,1,4,0.6,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.41408,1,4,0.61,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.41136,1,4,0.62,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.40864,1,4,0.63,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.40592,1,4,0.64,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.4032,1,4,0.65,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.40048,1,4,0.66,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.39776,1,4,0.67,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.39504,1,4,0.68,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.39232,1,4,0.69,bed,1,,expansion,2016_expansion,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.3896,1,4,0.7,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.38688,1,4,0.71,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.38416,1,4,0.72,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.38144,1,4,0.73,,0,,zone2,2016_zone2,pollicipes,mastocarpus_sporophyte,,2,layer1,pollicipes
Asilomar,Asilomar_4,5/2/2016,2016,4,0.38144,1,4,0.73,,0,,zone2,2016_zone2,pollicipes,mastocarpus_sporophyte,,2,layer2,mastocarpus_sporophyte
Asilomar,Asilomar_4,5/2/2016,2016,4,0.37872,1,4,0.74,,0,,zone2,2016_zone2,mastocarpus_sporophyte,mastocarpus_sporophyte,,1,layer1,mastocarpus_sporophyte
Asilomar,Asilomar_4,5/2/2016,2016,4,0.376,1,4,0.75,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.37328,1,4,0.76,,0,,zone2,2016_zone2,mastocarpus_sporophyte,mastocarpus_sporophyte,,1,layer1,mastocarpus_sporophyte
Asilomar,Asilomar_4,5/2/2016,2016,4,0.37056,1,4,0.77,,0,,zone2,2016_zone2,mastocarpus_sporophyte,mastocarpus_sporophyte,,1,layer1,mastocarpus_sporophyte
Asilomar,Asilomar_4,5/2/2016,2016,4,0.36784,1,4,0.78,,0,,zone2,2016_zone2,mastocarpus_sporophyte,mastocarpus_sporophyte,,1,layer1,mastocarpus_sporophyte
Asilomar,Asilomar_4,5/2/2016,2016,4,0.36512,1,4,0.79,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.3624,1,4,0.8,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.35968,1,4,0.81,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.35696,1,4,0.82,patch,1,,zone2,2016_zone2,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.35424,1,4,0.83,patch,1,,zone2,2016_zone2,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.35152,1,4,0.84,patch,1,,zone2,2016_zone2,mytilus,mytilus,,1,layer1,mytilus
Asilomar,Asilomar_4,5/2/2016,2016,4,0.3488,1,4,0.85,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.34608,1,4,0.86,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.34336,1,4,0.87,,0,,zone2,2016_zone2,tetraclita,tetraclita,,1,layer1,tetraclita
Asilomar,Asilomar_4,5/2/2016,2016,4,0.34064,1,4,0.88,,0,,zone2,2016_zone2,articulated_coraline,tetraclita,,2,layer1,articulated_coraline
Asilomar,Asilomar_4,5/2/2016,2016,4,0.34064,1,4,0.88,,0,,zone2,2016_zone2,articulated_coraline,tetraclita,,2,layer2,tetraclita
Asilomar,Asilomar_4,5/2/2016,2016,4,0.33792,1,4,0.89,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.3352,1,4,0.9,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.33248,1,4,0.91,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
Asilomar,Asilomar_4,5/2/2016,2016,4,0.32976,1,4,0.92,,0,,zone2,2016_zone2,rock,rock,,1,layer1,rock
